a,psi,df,lon,lat,mode,v,y,x,t
0.304624633460684,1.58791134545765,-0.003490658556004,78.1266142394243,17.6013415688255,,0.012730368125084,1957179.88459137,8585004.19587387,1717398886.44616
0.336990985845924,1.58791519080795,-0.003490658556004,78.1266142437914,17.6013415704365,,0.050650962742079,1957179.88477051,8585004.19633506,1717398886.54646
0.356811771250193,1.58785931959815,-0.003490658556004,78.1266142443678,17.6013416067377,,0.082717528278699,1957179.88880702,8585004.19597735,1717398886.64675
0.34332617208333,1.58781947435663,-0.003490658556004,78.1266142411089,17.6013416766219,,0.116106290536567,1957179.89657779,8585004.19480866,1717398886.74712
0.303148743392471,1.58793202416419,-0.003490658556004,78.1266142468642,17.6013417793293,,0.152765984707085,1957179.90799833,8585004.1942498,1717398886.84747
0.288951500325897,1.58788572278145,-0.003490658556004,78.1266142426625,17.6013419090874,,0.183553043019354,1957179.92242677,8585004.19228304,1717398886.94827
0.623435079626194,1.5877366249402,-0.003490658556004,78.1266142406226,17.6013420594917,,0.235523770710388,1957179.93915097,8585004.19031436,1717398887.04854
0.995914989860447,1.58757371659373,-0.003490658556004,78.1266142449012,17.6013422637023,,0.324515906317295,1957179.96185815,8585004.18841591,1717398887.14881
1.52931990230084,1.58734982544788,-0.005235987964042,78.1266142437879,17.601342513947,,0.463494845917813,1957179.98968409,8585004.18539102,1717398887.24929
1.79215131948503,1.58711651526261,-0.005235987964042,78.1266142420309,17.6013428580182,,0.640463400727673,1957180.02794306,8585004.18120712,1717398887.34955
2.21284104361235,1.58693095519349,-0.005235987964042,78.1266142393074,17.6013433807811,,0.846162489978909,1957180.08607165,8585004.17484439,1717398887.44979
2.42777653288367,1.58648355605906,-0.005235987964042,78.126614231757,17.6013440761007,,1.09330944473465,1957180.16338765,8585004.1659498,1717398887.55007
2.43764531557307,1.58617166815606,-0.005235987964042,78.1266142424906,17.6013450205555,,1.3307818405819,1957180.26840623,8585004.15617466,1717398887.65032
2.43908830214463,1.58603610994599,-0.005235987964042,78.1266142343942,17.6013462043523,,1.57929245124561,1957180.40003844,8585004.14155427,1717398887.75059
2.38438330232235,1.58570680543532,-0.005235987964042,78.1266142823374,17.6013476331785,,1.81896210051343,1957180.55891666,8585004.13024979,1717398887.85082
2.26689958763943,1.58511639776983,-0.005235987964042,78.1266142961121,17.6013492468111,,2.04821177026986,1957180.73834442,8585004.11304712,1717398887.95113
2.22940160023185,1.58450645938874,-0.005235987964042,78.1266142980333,17.6013510571307,,2.27103334774833,1957180.93964277,8585004.09226058,1717398888.05138
2.24230509501118,1.58407992846072,-0.003490658556004,78.1266142970647,17.601353093087,,2.49325976762224,1957181.16603079,8585004.06853935,1717398888.15166
2.2036292568384,1.5838050593859,-0.003490658556004,78.1266142799992,17.6013553325389,,2.71552811977468,1957181.41504648,8585004.04068897,1717398888.25203
2.11549261649005,1.58378868486482,-0.001745329278002,78.1266142632958,17.6013577575894,,2.92884128768853,1957181.68469979,8585004.01072566,1717398888.35232
1.99579402301238,1.58396083989517,-0.001745329278002,78.1266142768934,17.6013603770743,,3.13220826989087,1957181.97597322,8585003.98183677,1717398888.45263
1.98500636183635,1.58401605845775,0.001745329278002,78.126614298353,17.6013631838064,,3.32937500829794,1957182.28806759,8585003.95163993,1717398888.55289
1.96545185227397,1.58419229524057,0.001745329278002,78.1266142964924,17.6013661877368,,3.52393241190984,1957182.62208941,8585003.91659325,1717398888.65318
1.86589132813213,1.58443426024681,0.001745329278002,78.1266142807188,17.6013693725387,,3.7125043152133,1957182.97622323,8585003.87791983,1717398888.75347
1.86380001840967,1.58477657496924,0.001745329278002,78.126614292145,17.6013727099529,,3.89655005733814,1957183.34732675,8585003.84046513,1717398888.85373
1.81340178773086,1.58537571293767,0.001745329278002,78.1266142707811,17.6013762053088,,4.07867140901252,1957183.73599259,8585003.79757532,1717398888.954
1.90623173275695,1.58578391768979,0.001745329278002,78.1266142705269,17.6013798758028,,4.2674374898586,1957184.14413291,8585003.75497373,1717398889.05432
1.82324297776626,1.58610688125935,0.001745329278002,78.1266142702172,17.6013837098424,,4.45101097705843,1957184.57045866,8585003.7104691,1717398889.15458
1.84577651218227,1.58658850548346,0.001745329278002,78.1266142685365,17.6013877031013,,4.63406380828307,1957185.01448879,8585003.66396704,1717398889.25479
1.87360847726141,1.58753122765212,0.001745329278002,78.1266142602017,17.6013918631362,,4.82298987063362,1957185.47706357,8585003.61479936,1717398889.35501
1.81407246050907,1.58837307530991,0.001745329278002,78.126614262421,17.6013961725083,,5.00604117025791,1957185.95624387,8585003.56505927,1717398889.45521
1.76734866032352,1.58890826982089,0.001745329278002,78.1266142671042,17.6014006834558,,5.18068604430195,1957186.45783836,8585003.51325186,1717398889.55547
1.81756149330268,1.5895262860296,0.001745329278002,78.1266142424337,17.6014053214918,,5.36360022282654,1957186.97356443,8585003.45674478,1717398889.65574
1.85360466421941,1.59062009782666,0.001745329278002,78.126614214817,17.6014101143742,,5.54730769263008,1957187.50650863,8585003.39811791,1717398889.756
1.93164860334409,1.5911052491185,0.001745329278002,78.12661415795,17.6014151044941,,5.73826328312003,1957188.06138465,8585003.33398909,1717398889.85628
1.81608060682312,1.59169308103013,0.001745329278002,78.1266140894511,17.6014202569884,,5.92342038995521,1957188.63431587,8585003.2666987,1717398889.95654
1.95444361103152,1.5930663278691,0.001745329278002,78.1266140041285,17.6014255841218,,6.10829300517567,1957189.22666608,8585003.19553399,1717398890.05697
